ConclDir;ConclQ;breaktype;code;correctness;datetime;givenanswer;givenanswertext;nouns;ordering;ordertext;p1;p2;sequence;syllog;time;validConclusions;vpid;cid
AC;I;calculations;FVTYJC;0;2016-07-05T06:18:32-05:00;3;3: Some bankers are golfers;bankers,golfers,teachers;2;Eq,Aq,Iq,Oq;Premise 1: Some bankers are golfers;NA;2;I_1;3860;NVC;210;FVTYJC
AC;O;default;IQHHAY;0;2016-07-05T07:18:03-04:00;4;4: Some waiters are not cashiers;waiters,poets,cashiers;2;Eq,Aq,Iq,Oq;Premise 1: No waiters are poets;Premise 2: All poets are cashiers;63;EA1;5070;Oca;194;IQHHAY
NVC;NVC;calculations;SQDQLH;1;2016-07-05T04:18:22-07:00;-1;Space: No conclusion is possible;carpenters,divers,linguists;3;Eq,Oq,Iq,Aq;Premise 1: Some carpenters are not divers;NA;3;O_1;7333;NVC;211;SQDQLH
AC;A;default;AENXHD;0;2016-07-05T07:18:20-04:00;3;3: All soldiers are florists;soldiers,editors,florists;7;Oq,Iq,Aq,Eq;Premise 1: Some editors are soldiers;Premise 2: Some florists are not editors;30;IO2;5635;NVC;199;AENXHD
CA;O;calculations;LFJNIK;0;2016-07-05T05:18:18-06:00;0;0: Some buyers are not cyclists;cyclists,students,buyers;2;Eq,Aq,Iq,Oq;Premise 1: No students are cyclists;Premise 2: Some students are not buyers;61;EO4;13241;NVC;186;LFJNIK
CA;E;calculations;RIWQNE;0;2016-07-05T07:18:24-04:00;8;8: No students are buyers;buyers,cyclists,students;1;Aq,Eq,Oq,Iq;Premise 1: No cyclists are buyers;Premise 2: Some students are not cyclists;43;EO2;22853;NVC;185;RIWQNE
CA;E;images;BYNJOI;0;2016-07-05T07:18:37-04:00;7;7: No divers are carpenters;carpenters,linguists,divers;2;Eq,Aq,Iq,Oq;Premise 1: All linguists are carpenters;Premise 2: No divers are linguists;12;AE2;44209;Oac;202;BYNJOI
AC;O;images;QDBLQZ;1;2016-07-05T04:18:22-07:00;1;1: Some riders are not joggers;riders,counselors,joggers;7;Oq,Iq,Aq,Eq;Premise 1: No counselors are riders;Premise 2: All joggers are counselors;5;EA2;5195;Eac,Eca,Oac,Oca;207;QDBLQZ
AC;O;images;RLTMKE;0;2016-07-05T07:18:24-04:00;2;2: Some packers are not butchers;packers,tutors,butchers;5;Iq,Oq,Eq,Aq;Premise 1: Some tutors are not packers;Premise 2: No tutors are butchers;59;OE4;24260;NVC;181;RLTMKE
CA;O;images;WXBNDE;0;2016-07-05T12:18:22+01:00;9;9: Some scientists are not runners;runners,chefs,scientists;0;Aq,Iq,Oq,Eq;Premise 1: All chefs are runners;Premise 2: Some chefs are not scientists;21;AO4;64563;Oac;200;WXBNDE
AC;O;calculations;FVTYJC;0;2016-07-05T06:18:40-05:00;4;4: Some painters are not actors;painters,actors,workers;2;Eq,Aq,Iq,Oq;Premise 1: Some painters are not actors;NA;3;O_1;5730;NVC;210;FVTYJC
CA;I;default;TRNTKP;0;2016-07-05T04:18:24-07:00;9;9: Some boxers are opticians;opticians,actuaries,boxers;3;Eq,Oq,Iq,Aq;Premise 1: Some actuaries are not opticians;Premise 2: Some boxers are actuaries;25;OI2;15912;NVC;195;TRNTKP
AC;O;default;LLURZV;0;2016-07-05T05:18:27-06:00;3;3: Some joggers are not riders;joggers,counselors,riders;0;Aq,Iq,Oq,Eq;Premise 1: Some joggers are counselors;Premise 2: Some riders are not counselors;22;IO3;19462;NVC;192;LLURZV
AC;I;calculations;LFJNIK;0;2016-07-05T05:18:27-06:00;3;3: Some hikers are drivers;hikers,writers,drivers;2;Eq,Aq,Iq,Oq;Premise 1: All hikers are writers;Premise 2: Some writers are drivers;62;AI1;6875;NVC;186;LFJNIK
CA;I;default;AENXHD;1;2016-07-05T07:18:34-04:00;8;8: Some tutors are butchers;butchers,packers,tutors;7;Oq,Iq,Aq,Eq;Premise 1: All packers are butchers;Premise 2: Some packers are tutors;31;AI4;10056;Iac,Ica;199;AENXHD
NVC;NVC;calculations;SQDQLH;0;2016-07-05T04:18:36-07:00;-1;Space: No conclusion is possible;designers,trainers,architects;3;Eq,Oq,Iq,Aq;Premise 1: No designers are trainers;Premise 2: All architects are trainers;0;EA3;6196;Eac,Eca,Oac,Oca;211;SQDQLH
AC;O;images;RLTMKE;0;2016-07-05T07:18:34-04:00;2;2: Some bankers are not teachers;bankers,golfers,teachers;5;Iq,Oq,Eq,Aq;Premise 1: Some golfers are bankers;Premise 2: Some golfers are not teachers;60;IO4;8621;NVC;181;RLTMKE
AC;I;images;QDBLQZ;0;2016-07-05T04:18:34-07:00;2;2: Some bankers are teachers;bankers,golfers,teachers;7;Oq,Iq,Aq,Eq;Premise 1: No golfers are bankers;Premise 2: Some teachers are not golfers;6;EO2;9786;NVC;207;QDBLQZ
CA;E;default;VDVRAB;1;2016-07-05T07:18:35-04:00;0;0: No poets are skaters;skaters,miners,poets;4;Iq,Oq,Aq,Eq;Premise 1: No miners are skaters;Premise 2: All poets are miners;31;EA2;8860;Eac,Eca,Oac,Oca;196;VDVRAB
AC;O;images;QSIJMJ;0;2016-07-05T07:18:35-04:00;2;2: Some climbers are not skaters;climbers,therapists,skaters;3;Eq,Oq,Iq,Aq;Premise 1: Some climbers are not therapists;Premise 2: All therapists are skaters;16;OA1;28321;NVC;203;QSIJMJ
AC;E;default;TRNTKP;0;2016-07-05T04:18:40-07:00;1;1: No swimmers are mayors;swimmers,cooks,mayors;3;Eq,Oq,Iq,Aq;Premise 1: All cooks are swimmers;Premise 2: No cooks are mayors;26;AE4;14013;Oac;195;TRNTKP
NVC;NVC;calculations;SQDQLH;0;2016-07-05T04:18:46-07:00;-1;Space: No conclusion is possible;typists,dancers,boxers;3;Eq,Oq,Iq,Aq;Premise 1: All typists are dancers;Premise 2: All dancers are boxers;1;AA1;8434;Aac,Iac,Ica;211;SQDQLH
AC;O;images;RLTMKE;0;2016-07-05T07:18:46-04:00;2;2: Some skaters are not miners;skaters,poets,miners;5;Iq,Oq,Eq,Aq;Premise 1: Some skaters are not poets;Premise 2: Some poets are not miners;61;OO1;9720;NVC;181;RLTMKE
AC;I;images;QDBLQZ;0;2016-07-05T04:18:44-07:00;2;2: Some dancers are boxers;dancers,typists,boxers;7;Oq,Iq,Aq,Eq;Premise 1: No dancers are typists;Premise 2: Some typists are boxers;7;EI1;7585;Oca;207;QDBLQZ
AC;I;images;BYNJOI;0;2016-07-05T07:19:01-04:00;3;3: Some actors are drillers;actors,nurses,drillers;2;Eq,Aq,Iq,Oq;Premise 1: Some nurses are actors;Premise 2: All drillers are nurses;13;IA2;21974;NVC;202;BYNJOI
AC;E;calculations;ZUQKNO;0;2016-07-05T06:18:45-05:00;2;2: No boxers are actuaries;boxers,actuaries,opticians;1;Aq,Eq,Oq,Iq;Premise 1: No boxers are actuaries;NA;1;E_1;17311;NVC;209;ZUQKNO
AC;E;images;WXBNDE;0;2016-07-05T12:18:48+01:00;4;4: No models are managers;models,clerks,managers;0;Aq,Iq,Oq,Eq;Premise 1: All models are clerks;Premise 2: All managers are clerks;22;AA3;23099;NVC;200;WXBNDE
AC;I;default;LLURZV;0;2016-07-05T05:18:46-06:00;2;2: Some runners are scientists;runners,chefs,scientists;0;Aq,Iq,Oq,Eq;Premise 1: Some runners are not chefs;Premise 2: No scientists are chefs;23;OE3;16608;NVC;192;LLURZV
NVC;NVC;images;QSIJMJ;1;2016-07-05T07:18:51-04:00;-1;Space: No conclusion is possible;divers,carpenters,linguists;3;Eq,Oq,Iq,Aq;Premise 1: No divers are carpenters;Premise 2: No linguists are carpenters;17;EE3;13938;NVC;203;QSIJMJ
NVC;NVC;calculations;LFJNIK;1;2016-07-05T05:18:54-06:00;-1;Space: No conclusion is possible;drillers,actors,nurses;2;Eq,Aq,Iq,Oq;Premise 1: Some drillers are not actors;Premise 2: Some actors are not nurses;63;OO1;25599;NVC;186;LFJNIK
CA;A;calculations;SQDQLH;0;2016-07-05T04:19:03-07:00;0;0: All bankers are golfers;golfers,teachers,bankers;3;Eq,Oq,Iq,Aq;Premise 1: Some teachers are golfers;Premise 2: All teachers are bankers;2;IA4;14897;Iac,Ica;211;SQDQLH
AC;O;calculations;ZUQKNO;0;2016-07-05T06:18:57-05:00;3;3: Some trainers are not designers;trainers,designers,architects;1;Aq,Eq,Oq,Iq;Premise 1: Some trainers are designers;NA;2;I_1;9503;NVC;209;ZUQKNO
AC;O;images;RLTMKE;0;2016-07-05T07:19:01-04:00;2;2: Some nurses are not drillers;nurses,actors,drillers;5;Iq,Oq,Eq,Aq;Premise 1: All nurses are actors;Premise 2: Some actors are not drillers;62;AO1;14229;NVC;181;RLTMKE
AC;I;default;VDVRAB;0;2016-07-05T07:19:01-04:00;1;1: Some scientists are runners;scientists,chefs,runners;4;Iq,Oq,Aq,Eq;Premise 1: All scientists are chefs;Premise 2: Some runners are chefs;32;AI3;24152;NVC;196;VDVRAB
NVC;NVC;calculations;SQDQLH;0;2016-07-05T04:19:11-07:00;-1;Space: No conclusion is possible;campers,engineers,fencers;3;Eq,Oq,Iq,Aq;Premise 1: All engineers are campers;Premise 2: Some fencers are engineers;3;AI2;5672;Iac,Ica;211;SQDQLH
CA;I;calculations;RIWQNE;1;2016-07-05T07:19:10-04:00;0;0: Some waiters are cashiers;cashiers,poets,waiters;1;Aq,Eq,Oq,Iq;Premise 1: Some cashiers are poets;Premise 2: All poets are waiters;44;IA1;44750;Iac,Ica;185;RIWQNE
CA;E;calculations;FVTYJC;1;2016-07-05T06:19:24-05:00;7;7: No runners are scientists;scientists,chefs,runners;2;Eq,Aq,Iq,Oq;Premise 1: No scientists are chefs;Premise 2: All runners are chefs;0;EA3;16362;Eac,Eca,Oac,Oca;210;FVTYJC
NVC;NVC;calculations;SQDQLH;1;2016-07-05T04:19:14-07:00;-1;Space: No conclusion is possible;surfers,artists,planners;3;Eq,Oq,Iq,Aq;Premise 1: Some surfers are artists;Premise 2: Some planners are not artists;4;IO3;1304;NVC;211;SQDQLH
AC;O;calculations;ZUQKNO;0;2016-07-05T06:19:06-05:00;3;3: Some waiters are not cashiers;waiters,cashiers,poets;1;Aq,Eq,Oq,Iq;Premise 1: Some waiters are not cashiers;NA;3;O_1;7028;NVC;209;ZUQKNO
NVC;NVC;calculations;SQDQLH;0;2016-07-05T04:19:18-07:00;-1;Space: No conclusion is possible;plumbers,lifeguards,dentists;3;Eq,Oq,Iq,Aq;Premise 1: No plumbers are lifeguards;Premise 2: Some lifeguards are dentists;5;EI1;1993;Oca;211;SQDQLH
AC;I;default;AENXHD;0;2016-07-05T07:19:12-04:00;2;2: Some assistants are scholars;assistants,farmers,scholars;7;Oq,Iq,Aq,Eq;Premise 1: All assistants are farmers;Premise 2: Some scholars are farmers;32;AI3;29384;NVC;199;AENXHD
AC;E;default;LLURZV;1;2016-07-05T05:19:11-06:00;4;4: No jugglers are barbers;jugglers,investors,barbers;0;Aq,Iq,Oq,Eq;Premise 1: All jugglers are investors;Premise 2: No barbers are investors;24;AE3;18001;Eac,Eca,Oac,Oca;192;LLURZV
AC;E;images;QDBLQZ;0;2016-07-05T04:19:14-07:00;4;4: No scientists are runners;scientists,chefs,runners;7;Oq,Iq,Aq,Eq;Premise 1: All chefs are scientists;Premise 2: Some runners are not chefs;8;AO2;26451;NVC;207;QDBLQZ
NVC;NVC;images;QSIJMJ;1;2016-07-05T07:19:14-04:00;-1;Space: No conclusion is possible;lawyers,hunters,athletes;3;Eq,Oq,Iq,Aq;Premise 1: No hunters are lawyers;Premise 2: No athletes are hunters;18;EE2;21494;NVC;203;QSIJMJ
AC;I;images;RLTMKE;0;2016-07-05T07:19:16-04:00;1;1: Some campers are engineers;campers,fencers,engineers;5;Iq,Oq,Eq,Aq;Premise 1: Some fencers are campers;Premise 2: All engineers are fencers;63;IA2;12697;NVC;181;RLTMKE
AC;E;calculations;SQDQLH;0;2016-07-05T04:19:20-07:00;1;1: No divers are linguists;divers,carpenters,linguists;3;Eq,Oq,Iq,Aq;Premise 1: Some divers are carpenters;Premise 2: Some linguists are carpenters;6;II3;1270;NVC;211;SQDQLH
CA;O;calculations;RIWQNE;0;2016-07-05T07:19:21-04:00;9;9: Some doctors are not climbers;climbers,tellers,doctors;1;Aq,Eq,Oq,Iq;Premise 1: Some tellers are not climbers;Premise 2: All doctors are tellers;45;OA2;8738;NVC;185;RIWQNE
AC;E;calculations;SQDQLH;0;2016-07-05T04:19:23-07:00;1;1: No sailors are chemists;sailors,potters,chemists;3;Eq,Oq,Iq,Aq;Premise 1: Some sailors are not potters;Premise 2: All potters are chemists;7;OA1;1155;NVC;211;SQDQLH
CA;O;default;TRNTKP;0;2016-07-05T04:19:17-07:00;8;8: Some dentists are not lifeguards;lifeguards,plumbers,dentists;3;Eq,Oq,Iq,Aq;Premise 1: Some plumbers are not lifeguards;Premise 2: No plumbers are dentists;27;OE4;35498;NVC;195;TRNTKP
CA;I;calculations;FVTYJC;1;2016-07-05T06:19:37-05:00;9;9: Some doctors are tellers;tellers,climbers,doctors;2;Eq,Aq,Iq,Oq;Premise 1: All climbers are tellers;Premise 2: Some doctors are climbers;1;AI2;10717;Iac,Ica;210;FVTYJC
AC;E;calculations;SQDQLH;0;2016-07-05T04:19:26-07:00;1;1: No drillers are nurses;drillers,actors,nurses;3;Eq,Oq,Iq,Aq;Premise 1: All drillers are actors;Premise 2: All nurses are actors;8;AA3;1458;NVC;211;SQDQLH
CA;I;default;AENXHD;0;2016-07-05T07:19:24-04:00;8;8: Some cooks are swimmers;swimmers,mayors,cooks;7;Oq,Iq,Aq,Eq;Premise 1: No swimmers are mayors;Premise 2: Some mayors are not cooks;33;EO1;1094;NVC;199;AENXHD
AC;I;images;WXBNDE;0;2016-07-05T12:19:21+01:00;2;2: Some actuaries are opticians;actuaries,boxers,opticians;0;Aq,Iq,Oq,Eq;Premise 1: Some actuaries are not boxers;Premise 2: All boxers are opticians;23;OA1;29698;NVC;200;WXBNDE
AC;E;default;VDVRAB;0;2016-07-05T07:19:24-04:00;4;4: No poets are miners;poets,skaters,miners;4;Iq,Oq,Aq,Eq;Premise 1: No skaters are poets;Premise 2: Some skaters are not miners;33;EO4;21568;NVC;196;VDVRAB
AC;E;calculations;SQDQLH;0;2016-07-05T04:19:30-07:00;1;1: No actuaries are boxers;actuaries,opticians,boxers;3;Eq,Oq,Iq,Aq;Premise 1: All actuaries are opticians;Premise 2: Some boxers are not opticians;9;AO3;1671;Oca;211;SQDQLH
AC;E;images;QDBLQZ;0;2016-07-05T04:19:26-07:00;4;4: No carpenters are divers;carpenters,linguists,divers;7;Oq,Iq,Aq,Eq;Premise 1: All linguists are carpenters;Premise 2: Some linguists are divers;9;AI4;9977;Iac,Ica;207;QDBLQZ
AC;E;calculations;SQDQLH;0;2016-07-05T04:19:33-07:00;1;1: No writers are hikers;writers,drivers,hikers;3;Eq,Oq,Iq,Aq;Premise 1: Some drivers are writers;Premise 2: No drivers are hikers;10;IE4;1543;Oac;211;SQDQLH
CA;I;calculations;FVTYJC;1;2016-07-05T06:19:45-05:00;9;9: Some engineers are fencers;fencers,campers,engineers;2;Eq,Aq,Iq,Oq;Premise 1: Some campers are fencers;Premise 2: All campers are engineers;2;IA4;6494;Iac,Ica;210;FVTYJC
AC;O;images;QDBLQZ;0;2016-07-05T04:19:29-07:00;1;1: Some butchers are not packers;butchers,tutors,packers;7;Oq,Iq,Aq,Eq;Premise 1: Some butchers are not tutors;Premise 2: No packers are tutors;10;OE3;1405;NVC;207;QDBLQZ
NVC;NVC;calculations;SQDQLH;0;2016-07-05T04:19:36-07:00;-1;Space: No conclusion is possible;students,cyclists,buyers;3;Eq,Oq,Iq,Aq;Premise 1: All cyclists are students;Premise 2: No cyclists are buyers;11;AE4;1908;Oac;211;SQDQLH
AC;I;images;QDBLQZ;0;2016-07-05T04:19:36-07:00;2;2: Some plumbers are dentists;plumbers,lifeguards,dentists;7;Oq,Iq,Aq,Eq;Premise 1: No lifeguards are plumbers;Premise 2: All lifeguards are dentists;11;EA4;4579;Oca;207;QDBLQZ
AC;E;calculations;SQDQLH;0;2016-07-05T04:19:42-07:00;1;1: No workers are actors;workers,painters,actors;3;Eq,Oq,Iq,Aq;Premise 1: Some painters are not workers;Premise 2: Some actors are painters;12;OI2;3785;NVC;211;SQDQLH
AC;I;default;LLURZV;0;2016-07-05T05:19:36-06:00;2;2: Some managers are models;managers,clerks,models;0;Aq,Iq,Oq,Eq;Premise 1: No managers are clerks;Premise 2: Some models are not clerks;25;EO3;20648;NVC;192;LLURZV
AC;A;calculations;FVTYJC;1;2016-07-05T06:19:54-05:00;2;2: All students are buyers;students,cyclists,buyers;2;Eq,Aq,Iq,Oq;Premise 1: All students are cyclists;Premise 2: All cyclists are buyers;3;AA1;7007;Aac,Iac,Ica;210;FVTYJC
CA;E;default;VDVRAB;0;2016-07-05T07:19:40-04:00;0;0: No editors are florists;florists,soldiers,editors;4;Iq,Oq,Aq,Eq;Premise 1: No soldiers are florists;Premise 2: Some editors are soldiers;34;EI2;13496;Oca;196;VDVRAB
NVC;NVC;calculations;SQDQLH;1;2016-07-05T04:19:46-07:00;-1;Space: No conclusion is possible;novelists,analysts,travelers;3;Eq,Oq,Iq,Aq;Premise 1: No analysts are novelists;Premise 2: Some analysts are not travelers;13;EO4;2914;NVC;211;SQDQLH
AC;E;images;QDBLQZ;0;2016-07-05T04:19:42-07:00;4;4: No actors are nurses;actors,drillers,nurses;7;Oq,Iq,Aq,Eq;Premise 1: Some drillers are not actors;Premise 2: No nurses are drillers;12;OE2;3603;NVC;207;QDBLQZ
AC;I;images;WXBNDE;0;2016-07-05T12:19:42+01:00;2;2: Some athletes are hunters;athletes,lawyers,hunters;0;Aq,Iq,Oq,Eq;Premise 1: No athletes are lawyers;Premise 2: Some lawyers are not hunters;24;EO1;16198;NVC;200;WXBNDE
AC;O;images;QDBLQZ;0;2016-07-05T04:19:45-07:00;1;1: Some trainers are not architects;trainers,designers,architects;7;Oq,Iq,Aq,Eq;Premise 1: No designers are trainers;Premise 2: No architects are designers;13;EE2;1169;NVC;207;QDBLQZ
NVC;NVC;calculations;SQDQLH;1;2016-07-05T04:19:51-07:00;-1;Space: No conclusion is possible;skaters,therapists,climbers;3;Eq,Oq,Iq,Aq;Premise 1: Some skaters are not therapists;Premise 2: No climbers are therapists;14;OE3;2672;NVC;211;SQDQLH
NVC;NVC;calculations;RIWQNE;0;2016-07-05T07:19:52-04:00;-1;Space: No conclusion is possible;actuaries,boxers,opticians;1;Aq,Eq,Oq,Iq;Premise 1: No actuaries are boxers;Premise 2: Some opticians are boxers;46;EI3;29843;Oca;185;RIWQNE
NVC;NVC;calculations;ZUQKNO;0;2016-07-05T06:19:46-05:00;-1;Space: No conclusion is possible;cashiers,poets,waiters;1;Aq,Eq,Oq,Iq;Premise 1: All poets are cashiers;Premise 2: Some waiters are poets;0;AI2;23190;Iac,Ica;209;ZUQKNO
AC;O;images;QDBLQZ;0;2016-07-05T04:19:49-07:00;1;1: Some investors are not jugglers;investors,barbers,jugglers;7;Oq,Iq,Aq,Eq;Premise 1: Some investors are not barbers;Premise 2: Some jugglers are barbers;14;OI3;2095;NVC;207;QDBLQZ
CA;O;default;TRNTKP;0;2016-07-05T04:19:50-07:00;8;8: Some sculptors are not gamblers;gamblers,bakers,sculptors;3;Eq,Oq,Iq,Aq;Premise 1: All bakers are gamblers;Premise 2: Some sculptors are not bakers;28;AO2;30312;NVC;195;TRNTKP
AC;I;default;AENXHD;0;2016-07-05T07:19:49-04:00;2;2: Some jugglers are barbers;jugglers,investors,barbers;7;Oq,Iq,Aq,Eq;Premise 1: No investors are jugglers;Premise 2: All barbers are investors;34;EA2;18284;Eac,Eca,Oac,Oca;199;AENXHD
AC;I;images;QDBLQZ;0;2016-07-05T04:19:53-07:00;2;2: Some lawyers are hunters;lawyers,athletes,hunters;7;Oq,Iq,Aq,Eq;Premise 1: Some lawyers are athletes;Premise 2: Some hunters are not athletes;15;IO3;1448;NVC;207;QDBLQZ
AC;I;default;AENXHD;1;2016-07-05T07:20:00-04:00;2;2: Some surfers are planners;surfers,artists,planners;7;Oq,Iq,Aq,Eq;Premise 1: All artists are surfers;Premise 2: All planners are artists;35;AA2;1606;Aca,Iac,Ica;199;AENXHD
CA;I;calculations;FVTYJC;0;2016-07-05T06:20:14-05:00;9;9: Some florists are soldiers;soldiers,editors,florists;2;Eq,Aq,Iq,Oq;Premise 1: Some soldiers are not editors;Premise 2: All florists are editors;4;OA3;18126;Oac;210;FVTYJC
AC;A;default;VDVRAB;0;2016-07-05T07:20:00-04:00;3;3: All buyers are students;buyers,cyclists,students;4;Iq,Oq,Aq,Eq;Premise 1: All cyclists are buyers;Premise 2: All cyclists are students;35;AA4;18515;Iac,Ica;196;VDVRAB
AC;O;images;BYNJOI;1;2016-07-05T07:20:18-04:00;4;4: Some florists are not editors;florists,soldiers,editors;2;Eq,Aq,Iq,Oq;Premise 1: Some florists are soldiers;Premise 2: No soldiers are editors;14;IE1;75844;Oac;202;BYNJOI
AC;E;calculations;SQDQLH;0;2016-07-05T04:20:08-07:00;1;1: No painters are cleaners;painters,auditors,cleaners;3;Eq,Oq,Iq,Aq;Premise 1: Some painters are auditors;Premise 2: All cleaners are auditors;15;IA3;4532;NVC;211;SQDQLH
CA;I;calculations;FVTYJC;0;2016-07-05T06:20:22-05:00;9;9: Some sculptors are gamblers;gamblers,bakers,sculptors;2;Eq,Aq,Iq,Oq;Premise 1: Some gamblers are bakers;Premise 2: All sculptors are bakers;5;IA3;6542;NVC;210;FVTYJC
AC;E;calculations;SQDQLH;0;2016-07-05T04:20:12-07:00;1;1: No brewers are judges;brewers,porters,judges;3;Eq,Oq,Iq,Aq;Premise 1: No porters are brewers;Premise 2: All porters are judges;16;EA4;1537;Oca;211;SQDQLH
CA;A;images;WXBNDE;0;2016-07-05T12:20:06+01:00;7;7: All planners are surfers;surfers,artists,planners;0;Aq,Iq,Oq,Eq;Premise 1: Some artists are surfers;Premise 2: Some planners are not artists;25;IO2;21662;NVC;200;WXBNDE
AC;E;calculations;SQDQLH;0;2016-07-05T04:20:16-07:00;1;1: No florists are editors;florists,soldiers,editors;3;Eq,Oq,Iq,Aq;Premise 1: No florists are soldiers;Premise 2: Some editors are soldiers;17;EI3;2378;Oca;211;SQDQLH
AC;I;default;TRNTKP;0;2016-07-05T04:20:10-07:00;3;3: Some judges are porters;judges,brewers,porters;3;Eq,Oq,Iq,Aq;Premise 1: Some judges are brewers;Premise 2: Some brewers are porters;29;II1;18765;NVC;195;TRNTKP
CA;I;calculations;ZUQKNO;1;2016-07-05T06:20:09-05:00;0;0: Some novelists are analysts;analysts,travelers,novelists;1;Aq,Eq,Oq,Iq;Premise 1: Some travelers are analysts;Premise 2: All travelers are novelists;1;IA4;21061;Iac,Ica;209;ZUQKNO
AC;E;calculations;SQDQLH;0;2016-07-05T04:20:19-07:00;1;1: No miners are skaters;miners,poets,skaters;3;Eq,Oq,Iq,Aq;Premise 1: All poets are miners;Premise 2: Some poets are not skaters;18;AO4;2177;Oac;211;SQDQLH
AC;A;calculations;RIWQNE;0;2016-07-05T07:20:21-04:00;1;1: All butchers are packers;butchers,tutors,packers;1;Aq,Eq,Oq,Iq;Premise 1: Some tutors are not butchers;Premise 2: No tutors are packers;47;OE4;20122;NVC;185;RIWQNE
AC;E;calculations;SQDQLH;0;2016-07-05T04:20:22-07:00;1;1: No singers are tailors;singers,pilots,tailors;3;Eq,Oq,Iq,Aq;Premise 1: No pilots are singers;Premise 2: Some tailors are not pilots;19;EO2;1257;NVC;211;SQDQLH
AC;E;images;QDBLQZ;0;2016-07-05T04:20:17-07:00;4;4: No editors are florists;editors,soldiers,florists;7;Oq,Iq,Aq,Eq;Premise 1: All editors are soldiers;Premise 2: Some soldiers are florists;16;AI1;5203;NVC;207;QDBLQZ
NVC;NVC;images;QSIJMJ;0;2016-07-05T07:20:18-04:00;-1;Space: No conclusion is possible;barbers,jugglers,investors;3;Eq,Oq,Iq,Aq;Premise 1: Some jugglers are barbers;Premise 2: No investors are jugglers;19;IE2;61780;Oac;203;QSIJMJ
AC;I;default;LLURZV;1;2016-07-05T05:20:14-06:00;2;2: Some actors are workers;actors,painters,workers;0;Aq,Iq,Oq,Eq;Premise 1: All painters are actors;Premise 2: All painters are workers;26;AA4;34258;Iac,Ica;192;LLURZV
AC;E;calculations;SQDQLH;0;2016-07-05T04:20:26-07:00;1;1: No swimmers are cooks;swimmers,mayors,cooks;3;Eq,Oq,Iq,Aq;Premise 1: No mayors are swimmers;Premise 2: Some cooks are mayors;20;EI2;1707;Oca;211;SQDQLH
AC;A;images;QDBLQZ;0;2016-07-05T04:20:21-07:00;3;3: All pilots are singers;pilots,tailors,singers;7;Oq,Iq,Aq,Eq;Premise 1: All tailors are pilots;Premise 2: No tailors are singers;17;AE4;1926;Oac;207;QDBLQZ
AC;E;calculations;SQDQLH;0;2016-07-05T04:20:29-07:00;1;1: No agents are secretaries;agents,brokers,secretaries;3;Eq,Oq,Iq,Aq;Premise 1: Some agents are not brokers;Premise 2: All secretaries are brokers;21;OA3;1225;Oac;211;SQDQLH
AC;I;images;QDBLQZ;0;2016-07-05T04:20:25-07:00;2;2: Some hikers are writers;hikers,drivers,writers;7;Oq,Iq,Aq,Eq;Premise 1: Some hikers are not drivers;Premise 2: Some drivers are not writers;18;OO1;1323;NVC;207;QDBLQZ
AC;I;default;VDVRAB;0;2016-07-05T07:20:26-04:00;1;1: Some brewers are judges;brewers,porters,judges;4;Iq,Oq,Aq,Eq;Premise 1: Some brewers are porters;Premise 2: Some judges are porters;36;II3;24108;NVC;196;VDVRAB
AC;E;calculations;SQDQLH;0;2016-07-05T04:20:31-07:00;1;1: No investors are jugglers;investors,barbers,jugglers;3;Eq,Oq,Iq,Aq;Premise 1: Some barbers are not investors;Premise 2: No barbers are jugglers;22;OE4;1056;NVC;211;SQDQLH
NVC;NVC;calculations;SQDQLH;0;2016-07-05T04:20:35-07:00;-1;Space: No conclusion is possible;bakers,gamblers,sculptors;3;Eq,Oq,Iq,Aq;Premise 1: All bakers are gamblers;Premise 2: No gamblers are sculptors;23;AE1;2021;Eac,Eca,Oac,Oca;211;SQDQLH
NVC;NVC;calculations;RIWQNE;1;2016-07-05T07:20:34-04:00;-1;Space: No conclusion is possible;pilots,singers,tailors;1;Aq,Eq,Oq,Iq;Premise 1: Some pilots are singers;Premise 2: Some tailors are not singers;48;IO3;11509;NVC;185;RIWQNE
CA;E;default;TRNTKP;0;2016-07-05T04:20:30-07:00;7;7: No chefs are runners;runners,scientists,chefs;3;Eq,Oq,Iq,Aq;Premise 1: No scientists are runners;Premise 2: All scientists are chefs;30;EA4;17589;Oca;195;TRNTKP
AC;I;default;LLURZV;0;2016-07-05T05:20:31-06:00;2;2: Some editors are florists;editors,soldiers,florists;0;Aq,Iq,Oq,Eq;Premise 1: All editors are soldiers;Premise 2: Some soldiers are florists;27;AI1;8600;NVC;192;LLURZV
AC;O;images;QDBLQZ;0;2016-07-05T04:20:33-07:00;1;1: Some bakers are not sculptors;bakers,gamblers,sculptors;7;Oq,Iq,Aq,Eq;Premise 1: Some bakers are not gamblers;Premise 2: All gamblers are sculptors;19;OA1;4940;NVC;207;QDBLQZ
AC;E;calculations;SQDQLH;0;2016-07-05T04:20:39-07:00;1;1: No lawyers are athletes;lawyers,hunters,athletes;3;Eq,Oq,Iq,Aq;Premise 1: Some hunters are not lawyers;Premise 2: All athletes are hunters;24;OA2;2031;NVC;211;SQDQLH
